vOTU	Organic Nitrogen	MISC	carbon utilization	carbon utilization (Woodcroft)	Energy	Transporters
vOTU15999	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16047	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16067	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
vOTU16073	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16120	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16125	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16140	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16172	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16199	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16224	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16241	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16263	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16273	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16279	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU16284	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16292	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
vOTU16306	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU16340	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16346	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16349	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16360	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU16366	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16371	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16396	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16426	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16429	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16433	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16441	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16448	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16449	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16456	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16460	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16464	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU16469	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16494	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16505	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU16515	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16547	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16560	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16561	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16572	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16594	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU16603	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16621	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16623	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16631	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16645	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16650	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16667	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16681	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16682	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU16686	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16704	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16705	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16716	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16739	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
vOTU16743	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16754	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16761	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16764	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU16774	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16776	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16794	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16800	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16803	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16817	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16834	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16854	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16862	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16867	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16885	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16915	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16922	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16923	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
vOTU16929	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16948	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU16978	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16996	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU16997	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17007	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17019	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17028	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17034	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17043	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17050	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17072	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17078	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17086	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17100	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17102	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17109	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17137	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17144	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17160	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17162	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17179	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17185	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17188	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17191	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17196	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17197	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17245	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17278	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17283	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17289	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17295	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17299	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17302	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17304	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17310	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17311	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17318	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17319	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17357	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17366	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17374	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17379	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17381	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17390	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17397	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17405	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17407	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17423	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU17433	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17441	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17443	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17445	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17446	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17495	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17501	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17510	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17513	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17520	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17524	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17530	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17533	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17544	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17552	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17557	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17564	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17569	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17575	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17578	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
vOTU17585	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17590	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17604	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17607	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17608	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17611	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17613	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17638	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17644	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17647	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17670	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17682	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17695	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17732	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
vOTU17747	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17764	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17766	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU17792	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17794	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17815	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17816	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17820	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17827	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17844	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17847	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17851	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17852	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17863	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17870	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU17874	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17887	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17898	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17901	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17917	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17925	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17928	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17936	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17937	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17943	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17944	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE
vOTU17947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17952	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17955	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17956	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17962	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17964	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17968	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17972	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17980	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU17991	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18002	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18008	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18025	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18036	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18037	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18040	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
vOTU18045	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18047	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
vOTU18049	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18051	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18052	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18056	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18061	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
vOTU18073	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18081	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18083	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18089	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU18092	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18112	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18113	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18116	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18117	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18122	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18128	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18129	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18130	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18162	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18168	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18169	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18172	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18173	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18192	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18200	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU18201	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18202	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18207	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU18224	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU18225	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18237	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18250	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18253	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18258	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18261	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18262	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18267	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU18271	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18294	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18295	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18297	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18299	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18305	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18306	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18314	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18319	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18322	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18323	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18334	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18335	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18341	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18342	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18344	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU18348	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18350	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18353	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18355	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18362	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18365	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18372	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18377	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18378	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18390	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18401	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18403	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18409	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18411	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU18412	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
vOTU18413	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18417	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18432	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18433	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18442	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18443	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18444	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18451	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18453	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
vOTU18455	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18460	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18465	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18474	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18478	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18482	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18485	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18491	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
vOTU18494	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
